JobTitle,job_role,Company,City,Column1,Province,remote?,Salary,Summary,experience?
Bilingual Data Entry,others,Adeptmind,Toronto,, ON,NO,"$45,000 - $50,000 a year","Regular learning activities: latest paper, neat techniques, best practices.
You'll work closely with the engineering and product teams to ensure a high-quality…",no info
"Senior Software Engineer, Health Tools",data engineer,Twitter,Toronto,, ON,NO,,Health Tools builds scalable tools and systems to fairly and consistently enforce our policies so that our users feel safe to participate on our platform.,no info
Senior Data Scientist - Ads Measurement Science,data scientist,Amazon Advertising Canada Inc.,Toronto,, ON,NO,,"Experience in measurement problems, A/B testing and functional areas such as causal learning, bandit learning, or deep learning.",experience required
Principal Applied Scientist Manager – Content Recommendation,data scientist,Microsoft,Vancouver,, BC,NO,,"6+ years of hands-on experience in one or more of the following areas: recommendation, deep learning, machine learning, text analysis, information retrieval,…",experience required
"Staff SWE, Big Data Engineering",data engineer,Zscaler,Burnaby,, BC,NO,,"Application of machine learning to security log analytics.
The candidate will help build a platform to collect and ingest several billion (and growing) log…",no info
Back End Developer,software developer,Olive Technologies,Vancouver,, BC,NO,"$65,000 - $70,000 a year","You have an interest in machine learning and making sense of complex datasets.
Be a key member of our product development team, working with engineers,…",no info
Database Administrator/Engineer,data engineer,Mi9 Retail,Toronto,, ON,NO,,"Mi9 cloud-based solutions incorporate the latest innovations in AI and machine learning to boost system intelligence, automate manual routines, and deliver…",no info
Python Software Engineer,data engineer,Capgemini,Markham,, ON,NO,,"Investigate, create, and implement the solutions for existing technical challenges, including building/enhancing the Security related functionality.",no info
Product Designer,others,Retail Zipline,British Columbia,,BC,NO,,"You will often pair with engineers to create prototypes and iterate on a daily, if not hourly, basis.
Work cross-functionally with Product and Engineering…",no info
Paytm Senior Software Engineer,data engineer,AC780,Montreal,, QC,NO,,"Work with our machine learning engineers to put cutting edge deep learning algorithms in production.
We offer a flexible work schedule and you get your choice…",no info
Senior Technical Product Manager,others,Mistplay,Montreal,, QC,NO,,"Mistplay is the first Loyalty Program for mobile gamers.
This person would work closely with our Engineers to help design and manage the development of products…",no info
Staff Data Architect,others,TextNow,Canada,,Remote,Remote,,"Enable real time data applications by designing Machine learning based real time data services.
TextNow is looking for an experienced Staff Data Engineer/Data…",experience required
Senior Research Scientist – Functional Biology – Infectious Disease,data scientist,AbCellera,Vancouver,, BC,NO,,"The scientist will also work closely with protein engineers to iteratively identify the best antibodies for the job.
Experience in working with human samples.",experience required
Senior Data Scientist,data scientist,Hopper,Canada,,Remote,Remote,,"Experience with data mining, machine learning, statistical modeling tools and underlying algorithms.
Use machine learning and big data tools on tremendously…",experience required
Data Scientist,data scientist,MightyHive,Toronto,, ON,NO,,"Use statistical analysis and machine learning libraries (R Stats, Python StatsModels, scikit-learn, etc.).
Hands-on experience with machine learning algorithms…",experience required
QA Engineer,data engineer,Mi9 Retail,Toronto,, ON,NO,,"Mi9 cloud-based solutions incorporate the latest innovations in AI and machine learning to boost system intelligence, automate manual routines, and deliver…",no info
Controls System Engineer - Active Safety & Autonomous Data Recording and Analytics,data engineer,General Motors,Ontario,,ON,NO,,"You will be working with data from multiple controllers and sensors including LiDARs, radars, cameras, coming up with solutions for vehicles today and tomorrow.",no info
Full Stack Engineer,data engineer,Givelify,Ontario,,ON,NO,,"Implement mathematical and machine learning algorithms under guidance from Givelify's data scientists.
Work with a small team of experienced and highly talented…",experience required
Sr. Software Engineer - Infrastructure and Services,data engineer,Splunk,Vancouver,, BC,NO,,"Familiar with machine learning and data science workflows.
As the Senior Software Engineer for our Machine Learning team you will be responsible for ensuring…",no info
"Senior Manager, Network Analytics & AI",others,Bell Canada,Toronto,, ON,NO,,"Relevant experience in Business intelligence, advanced analytics, machine learning or AI.
The successful candidate will have the right mix of skills and…",experience required
Research Scientist - Media R&D,data scientist,AbCellera Biologics,Vancouver,, BC,NO,,"At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",no info
Front End Engineer / Senior Front End Engineer,data engineer,StackAdapt,Toronto,, ON,NO,,"Your role will require a high level of precision and a strong focus on detail.
Collaborate with a small team of developers, UX designers, and product managers…",no info
Business Development Partner - San Francisco,others,AbCellera Biologics,Vancouver,, BC,NO,,"Identify key partnerships in the Pharma, biotech, venture capital and academic ecosystem.
Prepare and present AbCellera’s vision capabilities to generate…",no info
AI Researcher (Computer vision),others,Roboeye,Toronto,, ON,NO,,"Experience in leading the development of computer vision and machine learning algorithms and applications.
Lead proof-of-concept implementations, prototypes and…",experience required
Sr. Engineer - Ruby/Java,data engineer,Capgemini,Markham,, ON,NO,,"Investigate, create, and implement the solutions for existing technical challenges, including building/enhancing the Security related functionality.",no info
Sr. Software Engineer,data engineer,NetMotion Software,Victoria,, BC,NO,,"Experience programming with machine learning.
Learn and leverage new database technologies, web development frameworks and machine learning to advance our…",experience required
Big Data Engineer,data engineer,CybernetIQ,Waterloo,, ON,NO,"$100,000 - $130,000 a year",CybernetIQ’s Data Science team is developing ground-breaking machine learning algorithms for the field of cybersecurity threat hunting.,no info
UI/UX Engineer,data engineer,Labatt Breweries of Canada,Toronto,, ON,NO,,"This will entail understanding existing processes, simplifying them and embedding machine learning into every step in the user journey and helping the user…",no info
Account Development Manager,others,Rexroth,Burlington,, ON,NO,,"As the Account Development Manager, you will be responsible for successfully promoting and value selling of Bosch Rexroth hydraulic and automation solutions,…",no info
Sr. Frontend Engineer- Identity User Experience and Console Team,data engineer,Amazon Dev Centre Canada ULC,Vancouver,, BC,NO,,"Genuinely excited about technology, have a strong interest in learning about and playing with the latest technologies and building compelling web applications…",no info
